description,price,rooms,area,location,floor
 GENÇ BİNA İNCİRLİ MERKEZ'DE BAĞIMSIZ ÖN GÜNEY CEPHE FULL YAPILI!,1.750.000 TL,weekend2+1,texture115 m2,Ankara - Keçiören - İncirli Mh.,layersYüksek giriş
 YUNUS EMRE CAD YAKINI KAT KONUMLU CEPHESİ AÇIK 3+1 1 BAĞIMLI ,1.549.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - 19 Mayıs Mh.,layersYüksek giriş
 ÇALDAĞI SOKAKTA BAĞIMSIZ SALON Y.GİRİŞ ÖN CEPHE BALKONLU,1.435.000 TL,weekend2+1,texture115 m2,Ankara - Keçiören - Tepebaşı Mh.,layersYüksek giriş
TERCİH'TEN TANDOĞAN MAH'DE ULTRA LÜX FULL YAPILI 3+1 DAİRE,1.859.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Tandoğan Mh.,layers1. Kat
NEVADİUM KONUTLARINDA EŞYALI SATILIK 1+1,2.300.000 TL,weekend1+1,texture55 m2,Ankara - Yenimahalle - Ergazi Mh.,layers5. Kat
"HİGH HİLL İNCEK-GÖLBAŞI, YENİ SİTEDE SATILIK 4,5+1 DAİRE",12.950.000 TL,weekend4.5+1,texture215 m2,Ankara - Gölbaşı - İncek Mh.,layers15. Kat
ALPEREN GAYRİMENKUL'DEN ÖĞRETMENLER SİTESİ'NDE 3+1 SATILIK DAİRE,2.450.000 TL,weekend3+1,texture120 m2,Ankara - Gölbaşı - Seğmenler Mh.,layers3. Kat
MAMAK'TA HÜREL MAHALLESİNDE SÜPER LÜX 4+1 SIFIR DAİRE....,3.650.000 TL,weekend4+1,texture165 m2,Ankara - Mamak - Hürel Mh.,layers2. Kat
ÇANKAYA ZAFERTEPE MAH SÜPER LÜX SIFIR SATILIK DAİRELER,4.300.000 TL,weekend3+1,texture130 m2,Ankara - Çankaya - Zafertepe Mh.,layers2. Kat
ROTA GAYRİMENKULDAN ZAFER MAHALLESİNDE SATILIK 3+1 DAİRE,1.500.000 TL,weekend3+1,texture125 m2,Ankara - Polatlı - Zafer Mh.,layersYüksek giriş
FIRST POINT'TEN ERYAMAN ATA MAH. ULTRA LÜKS SATILIK DAİRE,3.350.000 TL,weekend3+1,texture150 m2,Ankara - Yenimahalle - Ata Mh.,layers2. Kat
EMLAK CENTER FEVZİ ÇAKMAK CADDE ÜZERİNDE FUUL+FUUL YAPILI,2.599.999 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers1. Kat
EMLAK CENTER FEVZİ ÇAKMAK MAH YAPILI 3+1,2.399.999 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers1. Kat
EMLAK CENTER MENDERES MAH4-5+1 FUUL+FUUL YAPILI ULTA LÜX DAİRE,3.750.000 TL,weekend4.5+1,texture180 m2,Ankara - Sincan - Menderes Mh.,layers2. Kat
ÖYKÜMDEN ŞENLİKTE HEM OTURUMA HEM YATIRIMA UYGUN YAPILI 3+1!!!,1.780.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Şenlik Mh.,layersDüz Giriş (Zemin)
ÖYKÜMDEN BAĞLARBAŞINDA ASANSÖRLÜ CEPHELERİ AÇIK BALKONLU 2+1!!!!,1.315.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Bağlarbaşı Mh.,layersKot 1 (-1). Kat
ÖYKÜMDEN AKTEPEDE YENİ BİNADA FULL YAPILI 120 M2 ASANSÖRLÜ DAİRE,1.295.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Aktepe Mh.,layersKot 2 (-2). Kat
*** Erus *** Çankaya Park Evleri Ankara Manzaralı Katta Dubleks,14.150.000 TL,weekend5+2,texture508 m2,Ankara - Çankaya - Ayrancı Mh.,layers17. Kat
VOLKAN SARIYILDIZ EMLAKTAN FEN LİSESİ YANI FULL YAPILI 3+1,2.050.000 TL,weekend3+1,texture150 m2,Ankara - Pursaklar - Saray Cumhuriyet Mh.,layersYüksek giriş
VOLKAN SARIYILDIZ 2 EMLATAN 2+1 LÜX DAİRE,2.130.000 TL,weekend2+1,texture105 m2,Ankara - Çubuk - Yıldırım Beyazıt Mh.,layers4. Kat
VOLKAN SARIYILDIZ 2 EMLAKTAN SIFIR DAİRE,2.680.000 TL,weekend3+1,texture150 m2,Ankara - Çubuk - Atatürk Mh.,layers1. Kat
ELVAN MAH.DE ARA KAT ÜÇ CEPHELİ 100 M2 3+1 SATILIK DAİRE,1.895.000 TL,weekend3+1,texture110 m2,Ankara - Etimesgut - Elvan Mh.,layers2. Kat
İSTASYON MAH.DE KAT YÜKSEKLİĞİNDE FULL YAPILI 3+1 SATILIK DAİRE,1.639.000 TL,weekend3+1,texture110 m2,Ankara - Etimesgut - İstasyon Mh.,layersKot 1 (-1). Kat
TUĞRA GYM'DEN ALSANCAK 2' MAH.DE ÖN-PARK CEPHELİ 3+1 SATILIK,2.550.000 TL,weekend3+1,texture120 m2,Ankara - Etimesgut - Alsancak Mh.,layers1. Kat
FIRSAT DAİRESİ CADDE YAKINI MANZARALI ASANSÖRLÜ YAPILI 3+1,1.975.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Kanuni Mh.,layers3. Kat
ESAT BP BENZİNLİĞİ YAKINI YAPILI EBEVEYN BANYOLU KİLERLİ 3+1,2.795.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Küçükesat Mh.,layers3. Kat
SANATORYUM CADDESİ YAKINI BAHÇELİ FULL YAPILI 2+1 FIRSAT DAİRESİ,1.359.000 TL,weekend2+1,texture95 m2,Ankara - Keçiören - Tepebaşı Mh.,layersKot 1 (-1). Kat
SİNCAN PINARBAŞI MAHALLESİ FULL YAPILI 4+2 TERASLI SATILIK DAİRE,3.900.000 TL,weekend4+2,texture200 m2,Ankara - Sincan - Pınarbaşı Mh.,layers12. Kat
"KOÇ'DAN ; KARAPINAR'DA , NEZİH BÖLGEDE, CADDE YAKINI, 4+1, ASANSÖ...",4.450.000 TL,weekend4+1,texture185 m2,Ankara - Çankaya - Karapınar Mh.,layers3. Kat
SATILIK ÇATI DUBLEKS DAİRE ,6.950.000 TL,weekend4+2,texture230 m2,Ankara - Etimesgut - Yeni Bağlıca Mh.,layersÇatı Dubleks
 ACiL SATILIK 3+1 ARA KAT DAİRE,2.160.000 TL,weekend3+1,texture130 m2,Ankara - Gölbaşı - Seğmenler Mh.,layers1. Kat
MALTEPE NİN MERKEZİNDE ASANSÖRLÜ YENİ BİNA 2+1 SATILIK DAİRE,4.550.000 TL,weekend2+1,texture100 m2,Ankara - Çankaya - Maltepe Mh.,layers1. Kat
ABİDİNPAŞA BAĞLARBAŞI CADDESİ ISI YALITIMLI GİRİŞ KAT 2+1DAİRE,1.250.000 TL,weekend2+1,texture90 m2,Ankara - Mamak - Aşık Veysel Mh.,layersYüksek giriş
ETİMESGUT SÜVARİ MAH.DE EŞYALI-EŞYASIZ SATILIK ARA KATTA 3+1,2.325.000 TL,weekend3+1,texture130 m2,Ankara - Etimesgut - Süvari Mh.,layers3. Kat
SİNCAN VATAN CAD.DE ULTRALUX HEM EŞYALI HEMDE EŞYASIZ 2+1 BAHÇE K...,1.475.000 TL,weekend2+1,texture100 m2,Ankara - Sincan - Atatürk Mh.,layersBahçe katı
MERTALP'DEN TAPULU İSKANLI FULL YAPILI,1.770.000 TL,weekend3+1,texture160 m2,Ankara - Sincan - Alcı Mh.,layers5. Kat
MERTALP'DEN TAPULU İSKANLI FULL YAPILI,1.775.000 TL,weekend3+1,texture150 m2,Ankara - Sincan - Alcı Mh.,layers4. Kat
ALACAATLI YAŞAMKENT AKYILDIZ PRESTİJDE 2+1 YATIRIMLIK DAİRE,3.550.000 TL,weekend2+1,texture75 m2,Ankara - Çankaya - Alacaatlı Mh.,layers7. Kat
YAŞAMKENT ALACAATLI PARK ALYANS SİTESİ 2+1 BAĞIMSIZ MUTFAK DAİRE,6.800.000 TL,weekend2+1,texture130 m2,Ankara - Çankaya - Alacaatlı Mh.,layers6. Kat
 RÜYA EMLAKTAN KENTSELİN GÖBEĞIN DE KATTA 3+1 DAİRE ,2.175.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Kamil Ocak Mh.,layers1. Kat
 RÜYA EMLAKTAN ADNANMENDERES MH  KAT KONUMUN DA  BAĞIMSIZ 3+1 DAİ...,1.999.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - Adnan Menderes Mh.,layersYüksek giriş
RÜYA EMLAKTAN  YATIRIMA UYGUN KAT KONUMUN DA 3+1  DAİRE ,1.980.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - Şefkat Mh.,layers1. Kat
MUHTESEM LOKASYON -686 ETAP BOŞ DAİRE HEMEN OTUR - 3+1 - 3. KAT,3.199.000 TL,weekend3+1,texture167 m2,Ankara - Altındağ - Baraj Mh.,layers3. Kat
MUHTESEM MANZARA MUHTESEM LOKASYON 4+1 BOS HEMEN OTUR 160 M2,2.279.000 TL,weekend4+1,texture160 m2,Ankara - Keçiören - Yeşiltepe Mh.,layers14. Kat
GANKA EMLAKTAN TOKİ 18.ETAPTA KAT KONUMUNDA YÜKSEK GİRİŞ 3+1,1.725.000 TL,weekend3+1,texture100 m2,Ankara - Keçiören - Yeşiltepe Mh.,layersYüksek giriş
GANKA EMLAKTAN KUZEY ANKARA TOKİ 1.ETAPTA MANZARALI YAPILI 4+1,2.595.000 TL,weekend4+1,texture165 m2,Ankara - Keçiören - Yeşiltepe Mh.,layers13. Kat
 ALİBEY'DEN ETLİK MAH AŞAĞIEĞLENCE YAKINI 2+1 KATTA ACİL SATILIK ...,1.850.000 TL,weekend2+1,texture95 m2,Ankara - Keçiören - Yayla Mh.,layers1. Kat
 ALİBEY'DEN YÜKSELTEPE SİTEDE  2+1 FULL YAPILI ACİL SATILIK DAİRE,2.495.000 TL,weekend2+1,texture95 m2,Ankara - Keçiören - Yükseltepe Mh.,layers12. Kat
YENİ ORAN'DA CEPHE ALTERNATİFLİ 1+1 DAİRELER,1.750.000 TL,weekend1+1,texture55 m2,Ankara - Çankaya - Mürsel Uluç Mh.,layersYüksek giriş
YENİ ORAN'DA MANZARALI 2+1 CEPHE ALTERNATİFLİ DAİRE,2.250.000 TL,weekend2+1,texture85 m2,Ankara - Çankaya - Mürsel Uluç Mh.,layers2. Kat
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  3+1 ACIL FIRSAT DAIRESİ  ...,1.275.000 TL,weekend3+1,texture125 m2,Ankara - Sincan - Atatürk Mh.,layers3. Kat
SAHİBİNDEN SATILIK DAİRE ,2.600.000 TL,weekend3+1,texture140 m2,Ankara - Keçiören - Ufuktepe Mh.,layers3. Kat
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTEDE 4+1 1.KAT DAİRE,3.600.000 TL,weekend4+1,texture185 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers1. Kat
 PURSAKLAR UFUK KILIÇ EMLAK'TAN 3+1 FUL YAPILI KAÇIRILMAYACAK SİT...,3.275.000 TL,weekend3+1,texture200 m2,Ankara - Pursaklar - Merkez Mh.,layers7. Kat
 PURSAKLAR UFUK EMLAK'TAN 1.KATDA 3+1 LÜX YAPILI MASRAFSIZ DAİRE ...,2.500.000 TL,weekend3+1,texture135 m2,Ankara - Pursaklar - Fatih Mh.,layers1. Kat
 DOĞDU EMLAK`TAN CEDDE ÜZERİ 3+1 1 BAĞIMLI  ARA KAT,1.750.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Yeşiltepe Mh.,layers2. Kat
SAHİBİNDEN ÇAYYOLU YAŞAMKENT MERKEZ YAĞMUR SİTESİ,5.500.000 TL,weekend4+1,texture180 m2,Ankara - Çankaya - Yaşamkent Mh.,layers2. Kat
 'SIFIR' 3+1 OTURUMA HAZIR -ÖNÜ AÇIK- 2 BALKONLU -EBEVEYN BANYOLU,2.550.000 TL,weekend3+1,texture138 m2,Ankara - Keçiören - Etlik Mh.,layers2. Kat
 SR EMLAK'TAN SİNCAN MUSTAFA KEMAL MAH'DE 4+1 125m² E. BANYOLU Gİ...,3.250.000 TL,weekend4+1,texture135 m2,Ankara - Sincan - Mustafa Kemal Mh.,layers2. Kat
GÖKKUŞAĞI MAHALLESİNDE ŞIK BAKIMLI-KOLAY ULAŞABİLİR 3+1 DAİRE,3.775.000 TL,weekend3+1,texture165 m2,Ankara - Çankaya - Gökkuşağı Mh.,layers2. Kat
 SR EMLAK'TAN SİNCAN İSTASYON MAH'DE 3+1 105m² ARA KATTA BAĞIMSIZ...,2.100.000 TL,weekend3+1,texture115 m2,Ankara - Sincan - İstasyon Mh.,layers1. Kat
 KEÇİÖREN UFUKTEPE'DE TAPUDA BULUŞTURACAK FIRSAT DAİRE MCK!!!!,1.568.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Ufuktepe Mh.,layersDüz Giriş (Zemin)
SİNCAN PLEVNE MH 3+1 ARA KATTA ÖN CEPHE FULL YAPILI FIRSAT DAİRE,1.649.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Plevne Mh.,layers1. Kat
 TUNALI HİLİMİ FİLİSTİN CADDELERİNE YAKIN SATILIK İYİ DURUMDA 3+1...,2.920.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Umut Mh.,layers1. Kat
SİNCAN MARAŞALÇAKMAK MAH ANA CADDE ÜZERİNDE AYIN FIRSAT DAİRESİ,1.090.000 TL,weekend2+1,texture90 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersYüksek giriş
 NASİP EMLAK SATILIK 4+1 TERAS BALKONLU ÇİFT BANYOLU GİYİNME ODAL...,3.800.000 TL,weekend4+1,texture180 m2,Ankara - Pursaklar - Yunus Emre Mh.,layers2. Kat
ŞENLİK MAH. KIZLARPINARI CAD. ÜZERİ KUYUBAŞI METRO YAKIN TAM KENS...,2.100.000 TL,weekend2+1,texture100 m2,Ankara - Keçiören - Şenlik Mh.,layersDüz Giriş (Zemin)
 NASİP EMLAK'TAN PURSAKLAR MERKEZDE GÜNEY CEPHE 5+1 DUBLEKS,3.100.000 TL,weekend5+1,texture260 m2,Ankara - Pursaklar - Merkez Mh.,layersÇatı Dubleks
 NASİP EMLAK'TAN FATİH MAH. GÜNEY CEPHE KATTA 3+1 DAİRE,2.450.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Fatih Mh.,layers1. Kat
 SNCAN MALAZGİRT MH. ARA KATTA ASANSÖR-EBEVEYN BANYOLU FULL YAPIL...,2.899.000 TL,weekend3+1,texture145 m2,Ankara - Sincan - Malazgirt Mh.,layers2. Kat
ERCAN GAYRİMENKUL DEN AHİMESUT BULVARİNDA DAİRE,1.979.000 TL,weekend3+1,texture120 m2,Ankara - Etimesgut - Süvari Mh.,layers3. Kat
ERCAN GAYRİMENKUL DEN SATİLİK 3+1,2.000.000 TL,weekend3+1,texture125 m2,Ankara - Etimesgut - Alsancak Mh.,layers2. Kat
 ETLİK ŞEHİR HAST.5 DAKİKA MESAFEDE SEVAL CAD.ÜZERİ KATTA 3+1,2.950.000 TL,weekend3+1,texture145 m2,Ankara - Yenimahalle - Burç Mh.,layers4. Kat
 KEÇİÖRENDE SİTE İÇİNDE CADDE YANI FULL YAPILI 3+1 SATILIK DAİRE,2.990.000 TL,weekend3+1,texture150 m2,Ankara - Keçiören - Karakaya Mh.,layers5. Kat
 KAMiL OCAK Mh. iZCİBAŞI SK. DA FULL YAPILI GİRİŞ ÖN CEPHE BAĞIMS...,1.550.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - Kamil Ocak Mh.,layersDüz Giriş (Zemin)
 FIRSAT [İMZA]'DAN KUŞCAĞIZ'DA 3+1 MANTOLAMALI [ARA KAT] DAİRE!,2.089.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Kuşcağız Mh.,layers1. Kat
YIKILMAZ EMLAKTAN ŞENTEPE SOLDA FULL YAPILI DAİRE,2.495.000 TL,weekend3+1,texture135 m2,Ankara - Polatlı - Şentepe Mh.,layers3. Kat
 MİSKET'TE ANADOLU CADDESİ YAKININDA ASNASÖRLÜ 2+1 GİRİŞ KATTA SA...,1.745.000 TL,weekend2+1,texture90 m2,Ankara - Mamak - Misket Mh.,layers2. Kat
YIKILMAZ EMLAKT'AN KURTULUŞ MAHALLESİNDE SATILIK FULL YAPILI 3+1 ...,1.900.000 TL,weekend3+1,texture145 m2,Ankara - Polatlı - Kurtuluş Mh.,layers3. Kat
sincan yenikent 29 ekim mahallesinde satılık lüks 3+1 daire,2.800.000 TL,weekend3+1,texture140 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers4. Kat
sincan yenikent 29 ekim mahallesinde satılık lüks 3+1 daire,2.750.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Fevzi Çakmak Mh.,layers1. Kat
 SON FIRSAT [İMZA]'DAN! KUŞCAĞIZ'DA CD.DİBİ LÜX YAPILI *ÖN CEPHE*...,2.389.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kuşcağız Mh.,layers3. Kat
 FERİDUNÇELİK MAHALLESİ'NDE KAÇIRILMAYACAK FIRSAT DAİRESİ,1.448.000 TL,weekend2+1,texture120 m2,Ankara - Altındağ - Feridun Çelik Mh.,layersDüz Giriş (Zemin)
SİNCAN MALAZGİRT MAHALLESİNDE SALON BAĞIMSIZ SON KAT MASRAFSIZ CA...,1.849.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Malazgirt Mh.,layers3. Kat
 KEÇİÖREN UFUKTEPE FULL+FULL YAPILI ARAYANLARA FIRSAT DAİRE,2.995.000 TL,weekend4+1,texture145 m2,Ankara - Keçiören - Ufuktepe Mh.,layers2. Kat
İNCİ BULVAR SİTESİNDE YÜKSEK ŞEREFİYELİ 4+1,7.800.000 TL,weekend4+1,texture208 m2,Ankara - Çankaya - Bademlidere Mh.,layers7. Kat
İNCİ BULVAR SİTESİNDE YÜKSEK ŞEREFİYELİ 4+1,7.999.000 TL,weekend4+1,texture238 m2,Ankara - Çankaya - Bademlidere Mh.,layers8. Kat
 SİNCAN TANDOĞAN MAHALLESİNDE FULL YAPILI ARA KAT 3+1 SALON'1 ODA...,1.699.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Tandoğan Mh.,layers3. Kat
 SAHİBİNDEN SATILIK 4 KATLI DAİRE,4.700.000 TL,weekend3+1,texture180 m2,Ankara - Beypazarı - Ayvaşık Mh.,layersMüstakil
 KARAPÜRÇEK MAHALLESİ'NDE KAÇIRILMAYACAK FIRSAT DAİRESİ,1.690.000 TL,weekend3+1,texture125 m2,Ankara - Altındağ - Karapürçek Mh.,layers3. Kat
EMEKTE SATILIK YENİ BİNADA LÜKS GÜNEY DUBLEKS 3+1 KOMBİLİ ADERDE,6.950.000 TL,weekend3+1,texture150 m2,Ankara - Çankaya - Emek Mh.,layers4. Kat
 sahibinden,3.000.000 TL,weekend6+1,texture250 m2,Ankara - Mamak - Cengizhan Mh.,layersÇatı Dubleks
 BEŞİKKAYA MAHALLESİ'NDE EN ÜST KAT YAPILI DAİRE ,1.800.000 TL,weekend3+1,texture125 m2,Ankara - Altındağ - Beşikkaya Mh.,layers3. Kat
" LEVENT'TEN DİKMEN VADİSİ YAKINI 2+1,110M2 ARA KAT KONUMUNDA YÜKS...",1.895.000 TL,weekend2+1,texture110 m2,Ankara - Çankaya - İlkadım Mh.,layersYüksek giriş
 SİNCAN SARAYCIKTA 4+1 ULTRA LÜKS MANZARALI ÇİFT ASANSÖRLÜ SIFIR ...,3.950.000 TL,weekend4+1,texture160 m2,Ankara - Sincan - Saraycık Mh.,layers9. Kat
BAĞLAR BAŞI MAH. 431 CADDE ÜZERİ BAĞIMSIZ FULL YAPILI 3+1,1.350.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Bağlarbaşı Mh.,layersDüz Giriş (Zemin)
SİNCAN PINARBAŞI MH 2+1 BAĞIMSIZ ARA KATTA ÖN CEPHE YAPILI DAİRE,1.759.000 TL,weekend2+1,texture115 m2,Ankara - Sincan - Pınarbaşı Mh.,layers2. Kat
